Freq.	V(n003)
1.54764212738296e+001	(-4.47211684366548e-009dB,-1.83859884669991e-003°)
1.54871524303065e+001	(-4.47831746927861e-009dB,-1.83987370808801e-003°)
1.54978910276328e+001	(-4.48453255980375e-009dB,-1.84114945344900e-003°)
1.55086370709678e+001	(-4.49075343629370e-009dB,-1.84242608339593e-003°)
1.55193905654745e+001	(-4.49698299173086e-009dB,-1.84370359854200e-003°)
1.55301515163195e+001	(-4.50322315477016e-009dB,-1.84498199950101e-003°)
1.55409199286729e+001	(-4.50947006810173e-009dB,-1.84626128688732e-003°)
1.55516958077084e+001	(-4.51572373172558e-009dB,-1.84754146131541e-003°)
1.55624791586033e+001	(-4.52198993160650e-009dB,-1.84882252340039e-003°)
1.55732699865386e+001	(-4.52826095312477e-009dB,-1.85010447375782e-003°)
1.55840682966986e+001	(-4.53454547522757e-009dB,-1.85138731300344e-003°)
1.55948740942716e+001	(-4.54083385464025e-009dB,-1.85267104175376e-003°)
1.56056873844490e+001	(-4.54713477031001e-009dB,-1.85395566062551e-003°)
1.56165081724264e+001	(-4.55344147194457e-009dB,-1.85524117023587e-003°)
1.56273364634024e+001	(-4.55975878118127e-009dB,-1.85652757120252e-003°)
1.56381722625797e+001	(-4.56608476936519e-009dB,-1.85781486414333e-003°)
1.56490155751642e+001	(-4.57241847216884e-009dB,-1.85910304967712e-003°)
1.56598664063658e+001	(-4.57876085391970e-009dB,-1.86039212842245e-003°)
1.56707247613977e+001	(-4.58511384327271e-009dB,-1.86168210099888e-003°)
1.56815906454768e+001	(-4.59147454724545e-009dB,-1.86297296802611e-003°)
1.56924640638237e+001	(-4.59784489449287e-009dB,-1.86426473012435e-003°)
1.57033450216625e+001	(-4.60422199203257e-009dB,-1.86555738791424e-003°)
1.57142335242211e+001	(-4.61060969717441e-009dB,-1.86685094201683e-003°)
1.57251295767309e+001	(-4.61700608126345e-009dB,-1.86814539305367e-003°)
1.57360331844268e+001	(-4.62341114429971e-009dB,-1.86944074164652e-003°)
1.57469443525477e+001	(-4.62982488628317e-009dB,-1.87073698841794e-003°)
1.57578630863357e+001	(-4.63624827154131e-009dB,-1.87203413399052e-003°)
1.57687893910368e+001	(-4.64267937141918e-009dB,-1.87333217898763e-003°)
1.57797232719006e+001	(-4.64912107889921e-009dB,-1.87463112403287e-003°)
1.57906647341804e+001	(-4.65556953667150e-009dB,-1.87593096975030e-003°)
1.58016137831329e+001	(-4.66202667339101e-009dB,-1.87723171676447e-003°)
1.58125704240186e+001	(-4.66849441771265e-009dB,-1.87853336570030e-003°)
1.58235346621018e+001	(-4.67497276963644e-009dB,-1.87983591718323e-003°)
1.58345065026502e+001	(-4.68145690752504e-009dB,-1.88113937183893e-003°)
1.58454859509353e+001	(-4.68795165301578e-009dB,-1.88244373029379e-003°)
1.58564730122322e+001	(-4.69445411312626e-009dB,-1.88374899317445e-003°)
1.58674676918196e+001	(-4.70096814516635e-009dB,-1.88505516110802e-003°)
1.58784699949800e+001	(-4.70748892749871e-009dB,-1.88636223472206e-003°)
1.58894799269995e+001	(-4.71402031743322e-009dB,-1.88767021464456e-003°)
1.59004974931678e+001	(-4.72055845766000e-009dB,-1.88897910150398e-003°)
1.59115226987784e+001	(-4.72710624116146e-009dB,-1.89028889592904e-003°)
1.59225555491283e+001	(-4.73366463226506e-009dB,-1.89159959854918e-003°)
1.59335960495183e+001	(-4.74023266664334e-009dB,-1.89291120999408e-003°)
1.59446442052529e+001	(-4.74680552265896e-009dB,-1.89422373089392e-003°)
1.59557000216401e+001	(-4.75339380791405e-009dB,-1.89553716187923e-003°)
1.59667635039918e+001	(-4.75998595047902e-009dB,-1.89685150358123e-003°)
1.59778346576235e+001	(-4.76659062930106e-009dB,-1.89816675663127e-003°)
1.59889134878543e+001	(-4.77320205841538e-009dB,-1.89948292166120e-003°)
1.60000000000070e+001	(-4.77982409513185e-009dB,-1.90079999930350e-003°)
1.60110941994083e+001	(-4.78645577512299e-009dB,-1.90211799019087e-003°)
1.60221960913884e+001	(-4.79309516973387e-009dB,-1.90343689495675e-003°)
1.60333056812812e+001	(-4.79974420761942e-009dB,-1.90475671423455e-003°)
1.60444229744243e+001	(-4.80640385310712e-009dB,-1.90607744865849e-003°)
1.60555479761591e+001	(-4.81307024888710e-009dB,-1.90739909886313e-003°)
1.60666806918306e+001	(-4.81974725226922e-009dB,-1.90872166548339e-003°)
1.60778211267876e+001	(-4.82643100594361e-009dB,-1.91004514915481e-003°)
1.60889692863826e+001	(-4.83312922453001e-009dB,-1.91136955051316e-003°)
1.61001251759716e+001	(-4.83983612206362e-009dB,-1.91269487019491e-003°)
1.61112888009146e+001	(-4.84654784123458e-009dB,-1.91402110883671e-003°)
1.61224601665752e+001	(-4.85327113233514e-009dB,-1.91534826707566e-003°)
1.61336392783206e+001	(-4.86000213805545e-009dB,-1.91667634554953e-003°)
1.61448261415220e+001	(-4.86674664436030e-009dB,-1.91800534489637e-003°)
1.61560207615541e+001	(-4.87349693662995e-009dB,-1.91933526575469e-003°)
1.61672231437953e+001	(-4.88025783650175e-009dB,-1.92066610876341e-003°)
1.61784332936280e+001	(-4.88702837964823e-009dB,-1.92199787456203e-003°)
1.61896512164380e+001	(-4.89380760174192e-009dB,-1.92333056379040e-003°)
1.62008769176150e+001	(-4.90059646711028e-009dB,-1.92466417708873e-003°)
1.62121104025525e+001	(-4.90739594008079e-009dB,-1.92599871509780e-003°)
1.62233516766476e+001	(-4.91420505632597e-009dB,-1.92733417845879e-003°)
1.62346007453012e+001	(-4.92102188719090e-009dB,-1.92867056781332e-003°)
1.62458576139180e+001	(-4.92784739700303e-009dB,-1.93000788380343e-003°)
1.62571222879064e+001	(-4.93468158576237e-009dB,-1.93134612707178e-003°)
1.62683947726785e+001	(-4.94153023943373e-009dB,-1.93268529826118e-003°)
1.62796750736502e+001	(-4.94838467906989e-009dB,-1.93402539801514e-003°)
1.62909631962411e+001	(-4.95524779765326e-009dB,-1.93536642697737e-003°)
1.63022591458748e+001	(-4.96212441682118e-009dB,-1.93670838579231e-003°)
1.63135629279783e+001	(-4.96900682195391e-009dB,-1.93805127510467e-003°)
1.63248745479825e+001	(-4.97589790603384e-009dB,-1.93939509555964e-003°)
1.63361940113223e+001	(-4.98280345502579e-009dB,-1.94073984780287e-003°)
1.63475213234361e+001	(-4.98971478998254e-009dB,-1.94208553248043e-003°)
1.63588564897660e+001	(-4.99663769686891e-009dB,-1.94343215023888e-003°)
1.63701995157582e+001	(-5.00357024702995e-009dB,-1.94477970172520e-003°)
1.63815504068623e+001	(-5.01051051181074e-009dB,-1.94612818758682e-003°)
1.63929091685321e+001	(-5.01746234852113e-009dB,-1.94747760847168e-003°)
1.64042758062248e+001	(-5.02442189985127e-009dB,-1.94882796502791e-003°)
1.64156503254015e+001	(-5.03139205878355e-009dB,-1.95017925790464e-003°)
1.64270327315273e+001	(-5.03836896800811e-009dB,-1.95153148775076e-003°)
1.64384230300707e+001	(-5.04536130647214e-009dB,-1.95288465521615e-003°)
1.64498212265044e+001	(-5.05235750224605e-009dB,-1.95423876095095e-003°)
1.64612273263045e+001	(-5.05936912725945e-009dB,-1.95559380560563e-003°)
1.64726413349513e+001	(-5.06638846689258e-009dB,-1.95694978983128e-003°)
1.64840632579285e+001	(-5.07341648547292e-009dB,-1.95830671427934e-003°)
1.64954931007239e+001	(-5.08045414732794e-009dB,-1.95966457960185e-003°)
1.65069308688291e+001	(-5.08750338111257e-009dB,-1.96102338645110e-003°)
1.65183765677392e+001	(-5.09456032951694e-009dB,-1.96238313548003e-003°)
1.65298302029535e+001	(-5.10162788552346e-009dB,-1.96374382734194e-003°)
1.65412917799748e+001	(-5.10870412047719e-009dB,-1.96510546269047e-003°)
1.65527613043099e+001	(-5.11579482034293e-009dB,-1.96646804217988e-003°)
1.65642387814694e+001	(-5.12288937751854e-009dB,-1.96783156646482e-003°)
1.65757242169677e+001	(-5.12999743527870e-009dB,-1.96919603620035e-003°)
1.65872176163229e+001	(-5.13711127900367e-009dB,-1.97056145204219e-003°)
1.65987189850572e+001	(-5.14423669465825e-009dB,-1.97192781464621e-003°)
1.66102283286963e+001	(-5.15137464656991e-009dB,-1.97329512466891e-003°)
1.66217456527700e+001	(-5.15852320608371e-009dB,-1.97466338276725e-003°)
1.66332709628119e+001	(-5.16567948021725e-009dB,-1.97603258959859e-003°)
1.66448042643592e+001	(-5.17284539762548e-009dB,-1.97740274582078e-003°)
1.66563455629532e+001	(-5.18001902965344e-009dB,-1.97877385209207e-003°)
1.66678948641390e+001	(-5.18720423361102e-009dB,-1.98014590907135e-003°)
1.66794521734654e+001	(-5.19440004517074e-009dB,-1.98151891741773e-003°)
1.66910174964852e+001	(-5.20160742866007e-009dB,-1.98289287779079e-003°)
1.67025908387549e+001	(-5.20882349109661e-009dB,-1.98426779085084e-003°)
1.67141722058352e+001	(-5.21604823248037e-009dB,-1.98564365725832e-003°)
1.67257616032901e+001	(-5.22328551012120e-009dB,-1.98702047767426e-003°)
1.67373590366879e+001	(-5.23053339536417e-009dB,-1.98839825276022e-003°)
1.67489645116007e+001	(-5.23778706657196e-009dB,-1.98977698317824e-003°)
1.67605780336042e+001	(-5.24505423836429e-009dB,-1.99115666959055e-003°)
1.67721996082783e+001	(-5.25233008910383e-009dB,-1.99253731266021e-003°)
1.67838292412066e+001	(-5.25961558311805e-009dB,-1.99391891305047e-003°)
1.67954669379766e+001	(-5.26691264906188e-009dB,-1.99530147142502e-003°)
1.68071127041796e+001	(-5.27421935828039e-009dB,-1.99668498844825e-003°)
1.68187665454108e+001	(-5.28153281779117e-009dB,-1.99806946478484e-003°)
1.68304284672695e+001	(-5.28886267086890e-009dB,-1.99945490109997e-003°)
1.68420984753585e+001	(-5.29619927423891e-009dB,-2.00084129805926e-003°)
1.68537765752849e+001	(-5.30354455655613e-009dB,-2.00222865632882e-003°)
1.68654627726593e+001	(-5.31090526811283e-009dB,-2.00361697657520e-003°)
1.68771570730965e+001	(-5.31827176563434e-009dB,-2.00500625946549e-003°)
1.68888594822150e+001	(-5.32565079941292e-009dB,-2.00639650566706e-003°)
1.69005700056373e+001	(-5.33303851213872e-009dB,-2.00778771584787e-003°)
1.69122886489897e+001	(-5.34043586813920e-009dB,-2.00917989067642e-003°)
1.69240154179024e+001	(-5.34784576039675e-009dB,-2.01057303082154e-003°)
1.69357503180097e+001	(-5.35526336727405e-009dB,-2.01196713695257e-003°)
1.69474933549496e+001	(-5.36269158175349e-009dB,-2.01336220973926e-003°)
1.69592445343641e+001	(-5.37013040383508e-009dB,-2.01475824985203e-003°)
1.69710038618991e+001	(-5.37758272650121e-009dB,-2.01615525796140e-003°)
1.69827713432043e+001	(-5.38504372811456e-009dB,-2.01755323473878e-003°)
1.69945469839336e+001	(-5.39251244434765e-009dB,-2.01895218085568e-003°)
1.70063307897445e+001	(-5.39999466116528e-009dB,-2.02035209698428e-003°)
1.70181227662986e+001	(-5.40748459260266e-009dB,-2.02175298379716e-003°)
1.70299229192614e+001	(-5.41498513164219e-009dB,-2.02315484196740e-003°)
1.70417312543023e+001	(-5.42249917126626e-009dB,-2.02455767216851e-003°)
1.70535477770947e+001	(-5.43001899685514e-009dB,-2.02596147507450e-003°)
1.70653724933159e+001	(-5.43755521601097e-009dB,-2.02736625135986e-003°)
1.70772054086470e+001	(-5.44509529247667e-009dB,-2.02877200169944e-003°)
1.70890465287733e+001	(-5.45264983385439e-009dB,-2.03017872676868e-003°)
1.71008958593838e+001	(-5.46021401850678e-009dB,-2.03158642724339e-003°)
1.71127534061716e+001	(-5.46778881076133e-009dB,-2.03299510380000e-003°)
1.71246191748337e+001	(-5.47537517494548e-009dB,-2.03440475711528e-003°)
1.71364931710710e+001	(-5.48296925374938e-009dB,-2.03581538786649e-003°)
1.71483754005884e+001	(-5.49057586881035e-009dB,-2.03722699673138e-003°)
1.71602658690948e+001	(-5.49819405580094e-009dB,-2.03863958438815e-003°)
1.71721645823030e+001	(-5.50582092173874e-009dB,-2.04005315151549e-003°)
1.71840715459297e+001	(-5.51345839527869e-009dB,-2.04146769879251e-003°)
1.71959867656958e+001	(-5.52110744074825e-009dB,-2.04288322689891e-003°)
1.72079102473258e+001	(-5.52876709381996e-009dB,-2.04429973651481e-003°)
1.72198419965485e+001	(-5.53643639016634e-009dB,-2.04571722832071e-003°)
1.72317820190965e+001	(-5.54411822276980e-009dB,-2.04713570299756e-003°)
1.72437303207065e+001	(-5.55180680566554e-009dB,-2.04855516122701e-003°)
1.72556869071190e+001	(-5.55950985347330e-009dB,-2.04997560369100e-003°)
1.72676517840786e+001	(-5.56722061590080e-009dB,-2.05139703107198e-003°)
1.72796249573339e+001	(-5.57494487891284e-009dB,-2.05281944405283e-003°)
1.72916064326374e+001	(-5.58267878519957e-009dB,-2.05424284331711e-003°)
1.73035962157457e+001	(-5.59042426341590e-009dB,-2.05566722954854e-003°)
1.73155943124193e+001	(-5.59817938490692e-009dB,-2.05709260343157e-003°)
1.73276007284226e+001	(-5.60594414967262e-009dB,-2.05851896565088e-003°)
1.73396154695243e+001	(-5.61372048636792e-009dB,-2.05994631689192e-003°)
1.73516385414969e+001	(-5.62150935932031e-009dB,-2.06137465784046e-003°)
1.73636699501168e+001	(-5.62930594689245e-009dB,-2.06280398918261e-003°)
1.73757097011646e+001	(-5.63711603504912e-009dB,-2.06423431160523e-003°)
1.73877578004248e+001	(-5.64493865946289e-009dB,-2.06566562579548e-003°)
1.73998142536860e+001	(-5.65276899849639e-009dB,-2.06709793244110e-003°)
1.74118790667407e+001	(-5.66061187378698e-009dB,-2.06853123223009e-003°)
1.74239522453856e+001	(-5.66846246369731e-009dB,-2.06996552585123e-003°)
1.74360337954211e+001	(-5.67632751851965e-009dB,-2.07140081399358e-003°)
1.74481237226520e+001	(-5.68420125228921e-009dB,-2.07283709734673e-003°)
1.74602220328869e+001	(-5.69208559366091e-009dB,-2.07427437660074e-003°)
1.74723287319383e+001	(-5.69998343561716e-009dB,-2.07571265244617e-003°)
1.74844438256232e+001	(-5.70788995652062e-009dB,-2.07715192557399e-003°)
1.74965673197620e+001	(-5.71580612069877e-009dB,-2.07859219667579e-003°)
1.75086992201798e+001	(-5.72373867844386e-009dB,-2.08003346644357e-003°)
1.75208395327051e+001	(-5.73167991513616e-009dB,-2.08147573556963e-003°)
1.75329882631710e+001	(-5.73962983077568e-009dB,-2.08291900474707e-003°)
1.75451454174143e+001	(-5.74759131834480e-009dB,-2.08436327466931e-003°)
1.75573110012759e+001	(-5.75556630649848e-009dB,-2.08580854603010e-003°)
1.75694850206008e+001	(-5.76354900927190e-009dB,-2.08725481952399e-003°)
1.75816674812381e+001	(-5.77154521262987e-009dB,-2.08870209584582e-003°)
1.75938583890408e+001	(-5.77955298791745e-009dB,-2.09015037569081e-003°)
1.76060577498662e+001	(-5.78756847782478e-009dB,-2.09159965975494e-003°)
1.76182655695754e+001	(-5.79559746831666e-009dB,-2.09304994873456e-003°)
1.76304818540338e+001	(-5.80363803073815e-009dB,-2.09450124332623e-003°)
1.76427066091106e+001	(-5.81169112941672e-009dB,-2.09595354422741e-003°)
1.76549398406794e+001	(-5.81975290704250e-009dB,-2.09740685213583e-003°)
1.76671815546175e+001	(-5.82782529227043e-009dB,-2.09886116774974e-003°)
1.76794317568066e+001	(-5.83591021375544e-009dB,-2.10031649176785e-003°)
1.76916904531323e+001	(-5.84400574284260e-009dB,-2.10177282488939e-003°)
1.77039576494844e+001	(-5.85211284385937e-009dB,-2.10323016781405e-003°)
1.77162333517566e+001	(-5.86023248113323e-009dB,-2.10468852124197e-003°)
1.77285175658469e+001	(-5.86835983302683e-009dB,-2.10614788587392e-003°)
1.77408102976572e+001	(-5.87650357848737e-009dB,-2.10760826241101e-003°)
1.77531115530936e+001	(-5.88465407424020e-009dB,-2.10906965155493e-003°)
1.77654213380663e+001	(-5.89281710625011e-009dB,-2.11053205400770e-003°)
1.77777396584896e+001	(-5.90099074586216e-009dB,-2.11199547047200e-003°)
1.77900665202818e+001	(-5.90917788605877e-009dB,-2.11345990165093e-003°)
1.78024019293655e+001	(-5.91737563385752e-009dB,-2.11492534824807e-003°)
1.78147458916671e+001	(-5.92558495358588e-009dB,-2.11639181096746e-003°)
1.78270984131174e+001	(-5.93380391658893e-009dB,-2.11785929051380e-003°)
1.78394594996513e+001	(-5.94203830883145e-009dB,-2.11932778759202e-003°)
1.78518291572076e+001	(-5.95028138002119e-009dB,-2.12079730290769e-003°)
1.78642073917293e+001	(-5.95853409448561e-009dB,-2.12226783716691e-003°)
1.78765942091637e+001	(-5.96680030953458e-009dB,-2.12373939107604e-003°)
1.78889896154620e+001	(-5.97507616785823e-009dB,-2.12521196534230e-003°)
1.79013936165796e+001	(-5.98336649109390e-009dB,-2.12668556067299e-003°)
1.79138062184760e+001	(-5.99166645760425e-009dB,-2.12816017777631e-003°)
1.79262274271150e+001	(-5.99997799604421e-009dB,-2.12963581736048e-003°)
1.79386572484643e+001	(-6.00830207074125e-009dB,-2.13111248013479e-003°)
1.79510956884960e+001	(-6.01663868169537e-009dB,-2.13259016680855e-003°)
1.79635427531859e+001	(-6.02498397159671e-009dB,-2.13406887809167e-003°)
1.79759984485145e+001	(-6.03334372641006e-009dB,-2.13554861469466e-003°)
1.79884627804661e+001	(-6.04171312449809e-009dB,-2.13702937732844e-003°)
1.80009357550292e+001	(-6.05009409451574e-009dB,-2.13851116670437e-003°)
1.80134173781964e+001	(-6.05848760079047e-009dB,-2.13999398353463e-003°)
1.80259076559647e+001	(-6.06689267899482e-009dB,-2.14147782853143e-003°)
1.80384065943350e+001	(-6.07530740047384e-009dB,-2.14296270240774e-003°)
1.80509141993124e+001	(-6.08373562253742e-009dB,-2.14444860587698e-003°)
1.80634304769064e+001	(-6.09217541653061e-009dB,-2.14593553965310e-003°)
1.80759554331303e+001	(-6.10062581812595e-009dB,-2.14742350445036e-003°)
1.80884890740018e+001	(-6.10909164896077e-009dB,-2.14891250098381e-003°)
1.81010314055427e+001	(-6.11756519441534e-009dB,-2.15040252996877e-003°)
1.81135824337791e+001	(-6.12605127612698e-009dB,-2.15189359212115e-003°)
1.81261421647411e+001	(-6.13454989409572e-009dB,-2.15338568815733e-003°)
1.81387106044631e+001	(-6.14305815533913e-009dB,-2.15487881879419e-003°)
1.81512877589836e+001	(-6.15158184582203e-009dB,-2.15637298474912e-003°)
1.81638736343454e+001	(-6.16011710823454e-009dB,-2.15786818673998e-003°)
1.81764682365953e+001	(-6.16866104959427e-009dB,-2.15936442548510e-003°)
1.81890715717846e+001	(-6.17721945586601e-009dB,-2.16086170170350e-003°)
1.82016836459684e+001	(-6.18578943406737e-009dB,-2.16236001611441e-003°)
1.82143044652064e+001	(-6.19437001987087e-009dB,-2.16385936943775e-003°)
1.82269340355622e+001	(-6.20296121327653e-009dB,-2.16535976239387e-003°)
1.82395723631038e+001	(-6.21156687159420e-009dB,-2.16686119570366e-003°)
1.82522194539032e+001	(-6.22018410184149e-009dB,-2.16836367008843e-003°)
1.82648753140368e+001	(-6.22881290401839e-009dB,-2.16986718627020e-003°)
1.82775399495851e+001	(-6.23745424245237e-009dB,-2.17137174497114e-003°)
1.82902133666330e+001	(-6.24610908147091e-009dB,-2.17287734691426e-003°)
1.83028955712693e+001	(-6.25477259943666e-009dB,-2.17438399282294e-003°)
1.83155865695874e+001	(-6.26345154664189e-009dB,-2.17589168342090e-003°)
1.83282863676845e+001	(-6.27213917279434e-009dB,-2.17740041943266e-003°)
1.83409949716625e+001	(-6.28084126385880e-009dB,-2.17891020158311e-003°)
1.83537123876271e+001	(-6.28955010521555e-009dB,-2.18042103059757e-003°)
1.83664386216885e+001	(-6.29827823312165e-009dB,-2.18193290720182e-003°)
1.83791736799610e+001	(-6.30701600430243e-009dB,-2.18344583212241e-003°)
1.83919175685633e+001	(-6.31576631174029e-009dB,-2.18495980608621e-003°)
1.84046702936182e+001	(-6.32452626245283e-009dB,-2.18647482982047e-003°)
1.84174318612527e+001	(-6.33329971374993e-009dB,-2.18799090405319e-003°)
1.84302022775982e+001	(-6.34208859428651e-009dB,-2.18950802951287e-003°)
1.84429815487903e+001	(-6.35088422511537e-009dB,-2.19102620692828e-003°)
1.84557696809689e+001	(-6.35969624951118e-009dB,-2.19254543702892e-003°)
1.84685666802779e+001	(-6.36851791718167e-009dB,-2.19406572054461e-003°)
1.84813725528659e+001	(-6.37735308543671e-009dB,-2.19558705820577e-003°)
1.84941873048853e+001	(-6.38619886129391e-009dB,-2.19710945074344e-003°)
1.85070109424931e+001	(-6.39505813773565e-009dB,-2.19863289888901e-003°)
1.85198434718505e+001	(-6.40392995043448e-009dB,-2.20015740337442e-003°)
1.85326848991228e+001	(-6.41281526371785e-009dB,-2.20168296493212e-003°)
1.85455352304799e+001	(-6.42171022027591e-009dB,-2.20320958429513e-003°)
1.85583944720955e+001	(-6.43061964174599e-009dB,-2.20473726219676e-003°)
1.85712626301481e+001	(-6.43954063514568e-009dB,-2.20626599937109e-003°)
1.85841397108201e+001	(-6.44847223614753e-009dB,-2.20779579655271e-003°)
1.85970257202985e+001	(-6.45741926638886e-009dB,-2.20932665447646e-003°)
1.86099206647742e+001	(-6.46637690423233e-009dB,-2.21085857387790e-003°)
1.86228245504428e+001	(-6.47534900698783e-009dB,-2.21239155549299e-003°)
1.86357373835039e+001	(-6.48433075301801e-009dB,-2.21392560005842e-003°)
1.86486591701616e+001	(-6.49332503530527e-009dB,-2.21546070831105e-003°)
1.86615899166241e+001	(-6.50233378250455e-009dB,-2.21699688098850e-003°)
1.86745296291041e+001	(-6.51135313730598e-009dB,-2.21853411882883e-003°)
1.86874783138185e+001	(-6.52038792134689e-009dB,-2.22007242257059e-003°)
1.87004359769886e+001	(-6.52943138433502e-009dB,-2.22161179295288e-003°)
1.87134026248398e+001	(-6.53849027656264e-009dB,-2.22315223071529e-003°)
1.87263782636021e+001	(-6.54756074071987e-009dB,-2.22469373659793e-003°)
1.87393628995096e+001	(-6.55664566978912e-009dB,-2.22623631134141e-003°)
1.87523565388009e+001	(-6.56573927780559e-009dB,-2.22777995568688e-003°)
1.87653591877188e+001	(-6.57484542207914e-009dB,-2.22932467037599e-003°)
1.87783708525103e+001	(-6.58396988857458e-009dB,-2.23087045615084e-003°)
1.87913915394272e+001	(-6.59310399834470e-009dB,-2.23241731375431e-003°)
1.88044212547251e+001	(-6.60224678706204e-009dB,-2.23396524392924e-003°)
1.88174600046642e+001	(-6.61140886232873e-009dB,-2.23551424741970e-003°)
1.88305077955090e+001	(-6.62057961654264e-009dB,-2.23706432496971e-003°)
1.88435646335284e+001	(-6.62976387134110e-009dB,-2.23861547732400e-003°)
1.88566305249957e+001	(-6.63896066239664e-009dB,-2.24016770522804e-003°)
1.88697054761882e+001	(-6.64817288269167e-009dB,-2.24172100942729e-003°)
1.88827894933880e+001	(-6.65739474626138e-009dB,-2.24327539066824e-003°)
1.88958825828813e+001	(-6.66663107474311e-009dB,-2.24483084969770e-003°)
1.89089847509586e+001	(-6.67587801082699e-009dB,-2.24638738726285e-003°)
1.89220960039151e+001	(-6.68513844749543e-009dB,-2.24794500411163e-003°)
1.89352163480499e+001	(-6.69441334907588e-009dB,-2.24950370099250e-003°)
1.89483457896669e+001	(-6.70369982258595e-009dB,-2.25106347865415e-003°)
1.89614843350741e+001	(-6.71299786802564e-009dB,-2.25262433784616e-003°)
1.89746319905840e+001	(-6.72231230703228e-009dB,-2.25418627931832e-003°)
1.89877887625133e+001	(-6.73163831796854e-009dB,-2.25574930382115e-003°)
1.90009546571834e+001	(-6.74097686516189e-009dB,-2.25731341210543e-003°)
1.90141296809198e+001	(-6.75032794861231e-009dB,-2.25887860492298e-003°)
1.90273138400524e+001	(-6.75969253264730e-009dB,-2.26044488302545e-003°)
1.90405071409157e+001	(-6.76906675995696e-009dB,-2.26201224716557e-003°)
1.90537095898484e+001	(-6.77845930948852e-009dB,-2.26358069809632e-003°)
1.90669211931936e+001	(-6.78786439527716e-009dB,-2.26515023657129e-003°)
1.90801419572990e+001	(-6.79727912434048e-009dB,-2.26672086334455e-003°)
1.90933718885165e+001	(-6.80670735398835e-009dB,-2.26829257917077e-003°)
1.91066109932023e+001	(-6.81615197720318e-009dB,-2.26986538480494e-003°)
1.91198592777174e+001	(-6.82560817234763e-009dB,-2.27143928100286e-003°)
1.91331167484269e+001	(-6.83507593942169e-009dB,-2.27301426852067e-003°)
1.91463834117004e+001	(-6.84455913573525e-009dB,-2.27459034811507e-003°)
1.91596592739118e+001	(-6.85405293965095e-009dB,-2.27616752054325e-003°)
1.91729443414397e+001	(-6.86356313713361e-009dB,-2.27774578656317e-003°)
1.91862386206668e+001	(-6.87308490654589e-009dB,-2.27932514693285e-003°)
1.91995421179804e+001	(-6.88261921221525e-009dB,-2.28090560241116e-003°)
1.92128548397723e+001	(-6.89216701846916e-009dB,-2.28248715375753e-003°)
1.92261767924386e+001	(-6.90172832530763e-009dB,-2.28406980173177e-003°)
1.92395079823798e+001	(-6.91130216840318e-009dB,-2.28565354709427e-003°)
1.92528484160010e+001	(-6.92089047641076e-009dB,-2.28723839060600e-003°)
1.92661980997117e+001	(-6.93049035634795e-009dB,-2.28882433302824e-003°)
1.92795570399256e+001	(-6.94010470119716e-009dB,-2.29041137512307e-003°)
1.92929252430612e+001	(-6.94973351095840e-009dB,-2.29199951765309e-003°)
1.93063027155412e+001	(-6.95937582130418e-009dB,-2.29358876138113e-003°)
1.93196894637930e+001	(-6.96902970357959e-009dB,-2.29517910707093e-003°)
1.93330854942481e+001	(-6.97869708643955e-009dB,-2.29677055548645e-003°)
1.93464908133428e+001	(-6.98837700555659e-009dB,-2.29836310739229e-003°)
1.93599054275177e+001	(-6.99807235391312e-009dB,-2.29995676355380e-003°)
1.93733293432179e+001	(-7.00778023852674e-009dB,-2.30155152473636e-003°)
1.93867625668930e+001	(-7.01750065939745e-009dB,-2.30314739170638e-003°)
1.94002051049969e+001	(-7.02723747383511e-009dB,-2.30474436523054e-003°)
1.94136569639882e+001	(-7.03698296721999e-009dB,-2.30634244607612e-003°)
1.94271181503299e+001	(-7.04674581849929e-009dB,-2.30794163501092e-003°)
1.94405886704894e+001	(-7.05652409901808e-009dB,-2.30954193280327e-003°)
1.94540685309387e+001	(-7.06631202281155e-009dB,-2.31114334022204e-003°)
1.94675577381542e+001	(-7.07611537584451e-009dB,-2.31274585803664e-003°)
1.94810562986169e+001	(-7.08593030080709e-009dB,-2.31434948701705e-003°)
1.94945642188122e+001	(-7.09576065500916e-009dB,-2.31595422793358e-003°)
1.95080815052300e+001	(-7.10560643845072e-009dB,-2.31756008155743e-003°)
1.95216081643647e+001	(-7.11546186516696e-009dB,-2.31916704865996e-003°)
1.95351442027153e+001	(-7.12533368545016e-009dB,-2.32077513001337e-003°)
1.95486896267852e+001	(-7.13521804199044e-009dB,-2.32238432639018e-003°)
1.95622444430823e+001	(-7.14511589911528e-009dB,-2.32399463856368e-003°)
1.95758086581191e+001	(-7.15502822115214e-009dB,-2.32560606730739e-003°)
1.95893822784125e+001	(-7.16495404377356e-009dB,-2.32721861339559e-003°)
1.96029653104840e+001	(-7.17489433130700e-009dB,-2.32883227760298e-003°)
1.96165577608597e+001	(-7.18484811942499e-009dB,-2.33044706070494e-003°)
1.96301596360701e+001	(-7.19481347947260e-009dB,-2.33206296347736e-003°)
1.96437709426502e+001	(-7.20479619741463e-009dB,-2.33367998669640e-003°)
1.96573916871396e+001	(-7.21479048728629e-009dB,-2.33529813113896e-003°)
1.96710218760825e+001	(-7.22479827774250e-009dB,-2.33691739758268e-003°)
1.96846615160276e+001	(-7.23482246176566e-009dB,-2.33853778680550e-003°)
1.96983106135279e+001	(-7.24485821771845e-009dB,-2.34015929958589e-003°)
